Date,mcpc,ancillarytype
4/7/2011 6:00:00 AM,8.00000,Regulation Down
4/7/2011 6:00:00 AM,9.30000,Regulation Up
4/7/2011 6:00:00 AM,8.30000,Responsive Reserve Service
4/7/2011 7:00:00 AM,7.00000,Non Spin
4/7/2011 7:00:00 AM,9.00000,Regulation Down
4/7/2011 7:00:00 AM,9.00000,Regulation Up
4/7/2011 7:00:00 AM,9.00000,Responsive Reserve Service
4/7/2011 8:00:00 AM,7.22000,Non Spin
4/7/2011 8:00:00 AM,9.00000,Regulation Down
4/7/2011 8:00:00 AM,9.22000,Regulation Up
4/7/2011 8:00:00 AM,9.22000,Responsive Reserve Service
4/7/2011 9:00:00 AM,5.84000,Non Spin
4/7/2011 9:00:00 AM,10.00000,Regulation Down
4/7/2011 9:00:00 AM,5.84000,Regulation Up
4/7/2011 9:00:00 AM,5.84000,Responsive Reserve Service
4/7/2011 10:00:00 AM,5.75000,Non Spin
4/7/2011 10:00:00 AM,4.00000,Regulation Down
4/7/2011 10:00:00 AM,5.14000,Regulation Up
4/7/2011 10:00:00 AM,5.75000,Responsive Reserve Service
4/7/2011 11:00:00 AM,6.42000,Non Spin
4/7/2011 11:00:00 AM,4.00000,Regulation Down
4/7/2011 11:00:00 AM,5.92000,Regulation Up
4/7/2011 11:00:00 AM,6.42000,Responsive Reserve Service
4/7/2011 12:00:00 PM,6.22000,Non Spin
4/7/2011 12:00:00 PM,4.00000,Regulation Down
4/7/2011 12:00:00 PM,5.80000,Regulation Up
4/7/2011 12:00:00 PM,7.88000,Responsive Reserve Service
4/7/2011 1:00:00 PM,7.85000,Non Spin
4/7/2011 1:00:00 PM,4.00000,Regulation Down
4/7/2011 1:00:00 PM,6.16000,Regulation Up
4/7/2011 1:00:00 PM,7.85000,Responsive Reserve Service
4/7/2011 2:00:00 PM,6.02000,Non Spin
4/7/2011 2:00:00 PM,3.00000,Regulation Down
4/7/2011 2:00:00 PM,5.00000,Regulation Up
4/7/2011 2:00:00 PM,11.20000,Responsive Reserve Service
4/7/2011 3:00:00 PM,10.27000,Non Spin
4/7/2011 3:00:00 PM,1.71000,Regulation Down
4/7/2011 3:00:00 PM,15.89000,Regulation Up
4/7/2011 3:00:00 PM,15.89000,Responsive Reserve Service
4/7/2011 4:00:00 PM,16.84000,Non Spin
4/7/2011 4:00:00 PM,2.77000,Regulation Down
4/7/2011 4:00:00 PM,25.32000,Regulation Up
4/7/2011 4:00:00 PM,25.00000,Responsive Reserve Service
4/7/2011 5:00:00 PM,12.43000,Non Spin
4/7/2011 5:00:00 PM,5.00000,Regulation Down
4/7/2011 5:00:00 PM,17.43000,Regulation Up
4/7/2011 5:00:00 PM,17.43000,Responsive Reserve Service
4/7/2011 6:00:00 PM,9.85000,Non Spin
4/7/2011 6:00:00 PM,5.00000,Regulation Down
4/7/2011 6:00:00 PM,25.29000,Regulation Up
4/7/2011 6:00:00 PM,18.83000,Responsive Reserve Service
4/7/2011 7:00:00 PM,6.02000,Non Spin
4/7/2011 7:00:00 PM,5.00000,Regulation Down
4/7/2011 7:00:00 PM,20.16000,Regulation Up
4/7/2011 7:00:00 PM,19.56000,Responsive Reserve Service
4/7/2011 8:00:00 PM,6.02000,Non Spin
4/7/2011 8:00:00 PM,5.00000,Regulation Down
4/7/2011 8:00:00 PM,26.59000,Regulation Up
4/7/2011 8:00:00 PM,24.33000,Responsive Reserve Service
4/7/2011 9:00:00 PM,5.01000,Non Spin
4/7/2011 9:00:00 PM,5.00000,Regulation Down
4/7/2011 9:00:00 PM,7.24000,Regulation Up
4/7/2011 9:00:00 PM,9.19000,Responsive Reserve Service
4/7/2011 10:00:00 PM,4.71000,Non Spin
4/7/2011 10:00:00 PM,7.00000,Regulation Down
4/7/2011 10:00:00 PM,11.07000,Regulation Up
4/7/2011 10:00:00 PM,10.00000,Responsive Reserve Service
4/7/2011 11:00:00 PM,5.21000,Non Spin
4/7/2011 11:00:00 PM,7.00000,Regulation Down
4/7/2011 11:00:00 PM,12.00000,Regulation Up
4/7/2011 11:00:00 PM,12.00000,Responsive Reserve Service
4/8/2011 12:00:00 AM,4.80000,Non Spin
4/8/2011 12:00:00 AM,9.00000,Regulation Down
4/8/2011 12:00:00 AM,9.18000,Regulation Up
4/8/2011 12:00:00 AM,9.18000,Responsive Reserve Service
4/8/2011 1:00:00 AM,3.79000,Non Spin
4/8/2011 1:00:00 AM,8.47000,Regulation Down
4/8/2011 1:00:00 AM,7.00000,Regulation Up
4/8/2011 1:00:00 AM,7.00000,Responsive Reserve Service
4/8/2011 2:00:00 AM,3.66000,Non Spin
4/8/2011 2:00:00 AM,8.97000,Regulation Down
4/8/2011 2:00:00 AM,5.66000,Regulation Up
4/8/2011 2:00:00 AM,5.66000,Responsive Reserve Service
